Year,ID,Latitude,Longitude
2020,GYUE_2020,41.12888429,-73.72870821
2020,GYUE_2020,41.12888343,-73.72910778
2020,GYUE_2020,41.12894104,-73.72894481
2020,GYUE_2020,41.12890264,-73.72901121
2020,GYUE_2020,41.12885399,-73.72887986
2020,GYUE_2020,41.12862409,-73.72896571
2020,GYUE_2020,41.12892853,-73.72864639
2020,GYUE_2020,41.12899872,-73.72888895
2020,GYUE_2020,41.12898434,-73.72908078
2020,GYUE_2020,41.12868642,-73.72891545
2020,GYUE_2020,41.12820118,-73.7288858
2020,GYUE_2020,41.12818019,-73.7288523
2020,GYUE_2020,41.1282451,-73.7286398
2020,GYUE_2020,41.12820118,-73.7288858
2020,GYUE_2020,41.12854457,-73.72902933
2020,LWYU_2020,41.12994038,-73.7293004
2020,LWYU_2020,41.12979918,-73.72943001
2020,LWYU_2020,41.12986241,-73.72929364
2020,LWYU_2020,41.12995623,-73.72963559
2020,LWYU_2020,41.12996013,-73.72980948
2020,LWYU_2020,41.12992036,-73.72978034
2020,LWYU_2020,41.12996051,-73.72970041
2020,LWYU_2020,41.12983968,-73.72952875
2020,LWYU_2020,41.12984026,-73.72940983
2020,LWYU_2020,41.12993546,-73.72969811
2020,RYSU_2020,41.13040083,-73.73004235
2020,RYSU_2020,41.13045397,-73.72993799
2020,RYSU_2020,41.13075878,-73.72990691
2020,RYSU_2020,41.13052026,-73.72988005
2020,RYSU_2020,41.13057093,-73.73001974
2020,RYSU_2020,41.13084888,-73.72984481
2020,RYSU_2020,41.13104869,-73.72989684
2020,RYSU_2020,41.13108023,-73.72968783
2020,RYSU_2020,41.13124952,-73.72986109
2020,YILU_2020,41.12960481,-73.72982321
2020,YILU_2020,41.12982763,-73.72997921
2020,YILU_2020,41.1295654,-73.7296468
2020,YILU_2020,41.12993546,-73.72969811
2020,YILU_2020,41.12983906,-73.72949611
2020,YILU_2020,41.12947458,-73.72973313
2020,YILU_2020,41.12963832,-73.72968763
2020,YILU_2020,41.12971388,-73.72982832
2020,YILU_2020,41.12955509,-73.73000679
2020,YILU_2020,41.12947991,-73.73048776
2021,AOUI_2021,41.12971,-73.72907
2021,AOUI_2021,41.12975,-73.72899
2021,AOUI_2021,41.12978,-73.729
2021,AOUI_2021,41.12982,-73.72891
2021,AOUI_2021,41.12979,-73.72884
2021,AOUI_2021,41.12971,-73.72893
2021,AOUI_2021,41.12971,-73.72898
2021,AOUI_2021,41.12981,-73.72885
2021,AOUI_2021,41.12977,-73.72977
2021,AOUI_2021,41.12977,-73.72885
2021,AOUI_2021,41.12972,-73.72914
2021,AOUI_2021,41.12984,-73.72898
2021,AOUI_2021,41.12989,-73.72914
2021,AOUI_2021,41.12992,-73.72897
2021,AOUI_2021,41.12995,-73.72906
2021,AOUI_2021,41.12966,-73.72892
2021,AOUI_2021,41.13003,-73.72869
2021,AOUI_2021,41.1298,-73.72944
2021,AOUI_2021,41.12989,-73.72945
2021,AOUI_2021,41.12993,-73.72945
2021,GYUE_2021,41.12836,-73.7289
2021,GYUE_2021,41.12848,-73.72909
2021,GYUE_2021,41.12856,-73.72878
2021,GYUE_2021,41.12844,-73.72901
2021,GYUE_2021,41.12838,-73.72897
2021,GYUE_2021,41.12829,-73.72875
2021,GYUE_2021,41.12825,-73.72891
2021,GYUE_2021,41.12887,-73.72864
2021,GYUE_2021,41.12851,-73.72847
2021,GYUE_2021,41.12834,-73.72873
2021,GYUE_2021,41.12895,-73.7287
2021,LYAU_2021,41.128118,-73.729839
2021,LYAU_2021,41.128175,-73.729901
2021,LYAU_2021,41.128237,-73.730008
2021,LYAU_2021,41.128129,-73.72982
2021,LYAU_2021,41.128296,-73.730218
2021,LYAU_2021,41.128366,-73.730378
2021,LYAU_2021,41.128464,-73.730387
2021,LYAU_2021,41.12821,-73.73023
2021,LYAU_2021,41.12823,-73.73052
2021,LYAU_2021,41.1284,-73.73033
2021,LYAU_2021,41.12851,-73.73046
2021,LYAU_2021,41.12846,-73.73049
2021,LYAU_2021,41.12839,-73.73039
2021,LYAU_2021,41.12849,-73.73038
2021,LYAU_2021,41.12821,-73.72998
2021,LYAU_2021,41.12815,-73.72996
2021,LYAU_2021,41.12832,-73.73023
2021,LYAU_2021,41.12836,-73.73027
2021,LYAU_2021,41.12817,-73.73003
2021,LYAU_2021,41.12815,-73.72993
2021,LYAU_2021,41.12817,-73.72998
2021,LYAU_2021,41.12839,-73.73031
2021,LYAU_2021,41.12857,-73.73058
2021,LYAU_2021,41.12824,-73.72983
2021,LYAU_2021,41.12854,-73.7305
2021,LYAU_2021,41.12823,-73.73002
2021,LYAU_2021,41.12835,-73.7302
2021,LYAU_2021,41.12832,-73.73025
2021,LYAU_2021,41.12826,-73.72996
2021,OIUW_2021,41.127044,-73.731156
2021,OIUW_2021,41.127072,-73.731238
2021,OIUW_2021,41.127228,-73.730989
2021,OIUW_2021,41.127192,-73.730775
2021,OIUW_2021,41.127104,-73.730689
2021,OIUW_2021,41.127257,-73.730656
2021,OIUW_2021,41.127292,-73.73075
2021,OIUW_2021,41.127434,-73.730842
2021,OIUW_2021,41.127394,-73.731091
2021,OIUW_2021,41.127139,-73.731199
2021,OIUW_2021,41.127092,-73.731198
2021,OIUW_2021,41.127686,-73.731191
2021,OIUW_2021,41.12726,-73.73091
2021,OIUW_2021,41.12724,-73.73087
2021,OIUW_2021,41.12704,-73.73068
2021,OIUW_2021,41.1271,-73.73115
2021,OIUW_2021,41.12702,-73.73126
2021,OIUW_2021,41.1271,-73.73124
2021,OIUW_2021,41.12721,-73.73117
2021,OIUW_2021,41.12709,-73.73088
2021,OIUW_2021,41.12685,-73.7306
2021,OIUW_2021,41.12703,-73.73066
2021,OIUW_2021,41.12712,-73.73077
2021,OIUW_2021,41.12719,-73.73077
2021,OIUW_2021,41.12705,-73.73058
2021,RYSU_2021,41.131116,-73.729735
2021,RYSU_2021,41.131184,-73.729747
2021,RYSU_2021,41.13101,-73.72973
2021,RYSU_2021,41.13093,-73.72965
2021,RYSU_2021,41.13083,-73.72968
2021,RYSU_2021,41.13085,-73.72968
2021,RYSU_2021,41.13094,-73.72968
2021,RYSU_2021,41.13105,-73.72975
2021,RYSU_2021,41.13126,-73.72963
2021,RYSU_2021,41.13121,-73.72976
2021,RYSU_2021,41.13101,-73.72987
2021,RYSU_2021,41.13081,-73.72973
2021,RYSU_2021,41.13114,-73.72984
2021,RYSU_2021,41.13082,-73.72972
2021,RYSU_2021,41.13095,-73.7298
2021,RYSU_2021,41.1312,-73.7298
2021,WIUA_2021,41.126306,-73.731367
2021,WIUA_2021,41.126391,-73.731223
2021,WIUA_2021,41.126608,-73.7315
2021,WIUA_2021,41.126567,-73.731126
2021,WIUA_2021,41.126381,-73.73105
2021,WIUA_2021,41.12665,-73.73129
2021,WIUA_2021,41.12716,-73.7317
2021,WIUA_2021,41.12712,-73.73149
2021,WIUA_2021,41.12717,-73.73165
2021,WIUA_2021,41.12681,-73.73123
2021,WIUA_2021,41.12699,-73.73161
2021,WIUA_2021,41.12679,-73.73154
2021,WIUA_2021,41.12657,-73.73135
2021,WIUA_2021,41.12681,-73.73133
2021,WIUA_2021,41.12681,-73.73123
2021,WIUA_2021,41.12681,-73.73133
2021,WIUA_2021,41.12701,-73.73131
2021,WIUA_2021,41.12688,-73.73126
2021,WIUA_2021,41.12684,-73.73119
2022,AOUI_2022,41.129921,-73.7293593
2022,AOUI_2022,41.130062,-73.7292538
2022,AOUI_2022,41.12980784,-73.72875116
2022,AOUI_2022,41.13004999,-73.7286961
2022,AOUI_2022,41.12980784,-73.72875116
2022,AOUI_2022,41.12991675,-73.72888359
2022,AOUI_2022,41.12975,-73.72933011
2022,AOUI_2022,41.12965745,-73.7291989
2022,AOUI_2022,41.12990339,-73.72872433
2022,GIUO_2022,41.129776,-73.729245
2022,GIUO_2022,41.130019,-73.729748
2022,GIUO_2022,41.12969,-73.730083
2022,GIUO_2022,41.1299006,-73.72978
2022,GIUO_2022,41.130082,-73.730033
2022,GIUO_2022,41.129768,-73.729721
2022,GIUO_2022,41.129695,-73.730104
2022,GIUO_2022,41.12980926,-73.73006535
2022,GIUO_2022,41.12980786,-73.73006594
2022,GYUE_2022,41.1284597,-73.7288696
2022,GYUE_2022,41.12842,-73.7286
2022,GYUE_2022,41.12835,-73.72885
2022,GYUE_2022,41.128412,-73.729106
2022,GYUE_2022,41.128481,-73.728684
2022,GYUE_2022,41.128493,-73.729028
2022,GYUE_2022,41.128405,-73.728643
2022,GYUE_2022,41.128472,-73.728701
2022,GYUE_2022,41.128136,-73.72881
2022,LYAU_2022,41.128091,-73.728727
2022,LYAU_2022,41.12791,-73.72908
2022,LYAU_2022,41.12792,-73.72953
2022,LYAU_2022,41.12795,-73.72912
2022,RGUY_2022,41.129674,-73.730361
2022,RGUY_2022,41.129674,-73.730088
2022,RGUY_2022,41.129535,-73.730352
2022,RGUY_2022,41.12931,-73.72989
2022,RYSU_2022,41.130959,-73.730015
2022,RYSU_2022,41.130744,-73.729798
2022,RYSU_2022,41.1308016,-73.7298255
2022,RYSU_2022,41.1308471,-73.7298447
2022,RYSU_2022,41.13106638,-73.7297042
2022,RYSU_2022,41.13069553,-73.72987591
2022,RYSU_2022,41.1307762,-73.72983045
2022,RYSU_2022,41.13086944,-73.72977471
2022,WIUA_2022,41.126316,-73.731361
2022,WIUA_2022,41.127143,-73.731071
2022,WIUA_2022,41.125879,-73.73069
2022,WIUA_2022,41.125889,-73.730683
2022,WIUA_2022,41.125762,-73.730477
2022,WIUA_2022,41.12692,-73.73128
2023,AOUI_2023,41.129655,-73.728959
2023,AOUI_2023,41.12998,-73.72887
2023,AOUI_2023,41.1296,-73.72877
2023,AOUI_2023,41.129883,-73.7291619
2023,AOUI_2023,41.12961,-73.72905
2023,GIUO_2023,41.12835,-73.73051
2023,GIUO_2023,41.12834,-73.73026
2023,GIUO_2023,41.12821,-73.73044
2023,GIUO_2023,41.12847,-73.73056
2023,GIUO_2023,41.12863,-73.73061
2023,GRUY_2023,41.12812,-73.73114
2023,GRUY_2023,41.12818,-73.73111
2023,GRUY_2023,41.12826,-73.73114
2023,GRUY_2023,41.12816,-73.73105
2023,GRUY_2023,41.12816,-73.73105
2023,GRUY_2023,41.12799,-73.73121
2023,GWUA_2023,41.129004,-73.728465
2023,GWUA_2023,41.128984,-73.728672
2023,GWUA_2023,41.12926,-73.72897
2023,GWUA_2023,41.12893,-73.7288
2023,GWUA_2023,41.12887,-73.72877
2023,GWUA_2023,41.12874,-73.72872
2023,GWUA_2023,41.12857,-73.72877
2023,GYUE_2023,41.12822,-73.72895
2023,GYUE_2023,41.12853,-73.72844
2023,GYUE_2023,41.128478,-73.728778
2023,GYUE_2023,41.128449,-73.728943
2023,GYUE_2023,41.128387,-73.728932
2023,GYUE_2023,41.128473,-73.72864
2023,GYUE_2023,41.128372,-73.728499
2023,GYUE_2023,41.128406,-73.728342
2023,GYUE_2023,41.128451,-73.728424
2023,GYUE_2023,41.128347,-73.728655
2023,GYUE_2023,41.12835,-73.7288
2023,GYUE_2023,41.12825,-73.7287
2023,GYUE_2023,41.12827,-73.72881
2023,GYUE_2023,41.12864,-73.72907
2023,IFUN_2023,41.12537,-73.73177
2023,IFUN_2023,41.1253,-73.73168
2023,IFUN_2023,41.1252,-73.73151
2023,IFUN_2023,41.12516,-73.73214
2023,IFUN_2023,41.12551,-73.73191
2023,IFUN_2023,41.12542,-73.73213
2023,OAUF_2023,41.12846,-73.72938
2023,OAUF_2023,41.12836,-73.72946
2023,OAUF_2023,41.12834,-73.72929
2023,OAUF_2023,41.12845,-73.72966
2023,OAUF_2023,41.1284,-73.72942
2023,OAUF_2023,41.12851,-73.72935
2023,OAUF_2023,41.1287,-73.72935
2023,OAUF_2023,41.1287,-73.7295
2023,OAUF_2023,41.12856,-73.72958
2023,RCUN_2023,41.12502,-73.73168
2023,RCUN_2023,41.12483,-73.73154
2023,RCUN_2023,41.12505,-73.7314
2023,RCUN_2023,41.12505,-73.7314
2023,RCUN_2023,41.12452,-73.73147
2023,RCUN_2023,41.12496,-73.73128
2023,RCUN_2023,41.12473,-73.73115
2023,RGUY_2023,41.12967,-73.72982
2023,RGUY_2023,41.12982,-73.72999
2023,RGUY_2023,41.13,-73.73013
2023,RGUY_2023,41.12975,-73.72989
2023,RGUY_2023,41.12976,-73.72975
2023,RGUY_2023,41.12975,-73.72986
2023,RGUY_2023,41.1298,-73.72991
2023,RGUY_2023,41.13002,-73.72994
2023,RGUY_2023,41.1298,-73.72991
2023,RGUY_2023,41.12967,-73.73021
2023,RGUY_2023,41.12968,-73.73018
2023,RGUY_2023,41.12969,-73.73019
2023,UROY_2023,41.1257,-73.73127
2023,UROY_2023,41.1257,-73.73127
2023,UROY_2023,41.12583,-73.73134
2023,UROY_2023,41.1257,-73.73127
2023,UROY_2023,41.12573,-73.73143
2023,UROY_2023,41.1257,-73.73127
2023,UROY_2023,41.12577,-73.73157
2023,UROY_2023,41.12563,-73.73108
2023,WIUA_2023,41.12684,-73.73127
2023,WIUA_2023,41.12673,-73.73098
2023,WIUA_2023,41.12641,-73.73104
2023,WIUA_2023,41.12673,-73.73098
2023,WIUA_2023,41.12629,-73.73022
2023,WIUA_2023,41.12621,-73.73119
2023,WIUA_2023,41.12622,-73.73112
2023,WIUA_2023,41.12662,-73.73159
2023,WIUR_2023,41.128895,-73.728897
2023,WIUR_2023,41.128674,-73.729386
2023,WIUR_2023,41.128936,-73.729363
2023,WIUR_2023,41.12879,-73.72961
2023,WIUR_2023,41.12892,-73.72976
2023,WIUR_2023,41.12921,-73.72969
2023,WYUI_2023,41.12689,-73.73035
2023,WYUI_2023,41.1269,-73.73077
2023,WYUI_2023,41.12688,-73.73061
2023,WYUI_2023,41.12676,-73.73041
2023,WYUI_2023,41.12719,-73.73057
2023,WYUI_2023,41.12683,-73.73085
2023,WYUI_2023,41.12709,-73.73097
2023,WYUI_2023,41.12713,-73.7307
2023,WYUI_2023,41.12739,-73.73113
2023,YNUW_2023,41.1255,-73.73114
2023,YNUW_2023,41.12525,-73.73153
2023,YNUW_2023,41.12578,-73.73092
2023,YNUW_2023,41.12561,-73.73117
2023,YNUW_2023,41.1256,-73.73078
2023,YNUW_2023,41.12546,-73.73044
2023,YNUW_2023,41.1256,-73.73054
2023,YNUW_2023,41.12542,-73.73142
